URSI,avg_degree,max_degree,std_degree,avg_strength,max_strength,total_strength,std_strength,density,avg_edge_weight,clustering_coef,transitivity,avg_betweenness,avg_eigenvector
M87114047,27.714285714285715,58,11.954847023150851,28500.428571428572,128613.0,1995030.0,25029.464613771517,0.40165631469979296,1028.3659793814434,0.034726946374918494,0.6410480349344978,0.059473862008571556,0.07734637656262122
M87186642,27.6,57,12.537258757115016,29598.714285714286,157884.0,2071910.0,35656.845386923094,0.4,1072.4171842650103,0.02696961711143203,0.6626598711414559,0.044240652782852274,0.0667836464332498
M87192995,27.0,60,11.595565654902,38676.57142857143,170195.0,2707360.0,37660.108855703926,0.391304347826087,1432.4656084656085,0.04289615654393633,0.6590039622899303,0.059577265688884246,0.07652616475506115
M87134068,26.142857142857142,53,11.157682445338745,34621.04285714286,173283.5,2423473.0,36000.372027119665,0.37888198757763975,1324.3021857923497,0.03808401719837612,0.6376493805503782,0.06037307676693868,0.07389640046205836
M87199297,23.542857142857144,51,9.753659700390434,27798.0,118862.0,1945860.0,27890.615875492706,0.3412008281573499,1180.740291262136,0.03728796496010736,0.6145172335083314,0.05786836473719923,0.07106142970111398
M87136832,28.514285714285716,56,11.211910576503463,30238.257142857143,121412.5,2116678.0,28297.9291774836,0.4132505175983437,1060.4599198396793,0.03831121814381532,0.6697950343701937,0.05395587220395404,0.07511073406696853
M87190745,26.885714285714286,53,11.133659207418681,37041.57142857143,169139.0,2592910.0,37392.74424731218,0.389648033126294,1377.741764080765,0.03569420595935191,0.6479422936195421,0.05287317825680996,0.07054527972080991
M87151146,26.428571428571427,58,11.280288026428389,35750.34285714286,160447.0,2502524.0,34374.957254263594,0.3830227743271222,1352.7156756756756,0.035655984094789844,0.6421447721179625,0.053837129054520365,0.07233530806879147
M87160332,29.914285714285715,60,12.111084482693478,33182.87142857143,143032.0,2322801.0,31925.056244461663,0.4335403726708075,1109.2650429799428,0.03273933215439023,0.6872369870364617,0.04669721511793123,0.07338671156754793
M87125134,29.714285714285715,58,12.800829054783753,27866.8,137418.5,1950676.0,29773.66800024094,0.4306418219461698,937.825,0.03309189991235789,0.6709084780043822,0.05114743525868845,0.07089172407567408
M87192557,24.571428571428573,50,10.32551822092297,24486.714285714286,116970.5,1714070.0,23648.238777152616,0.35610766045548653,996.5523255813954,0.03560698975795444,0.6352955880514936,0.050015426460439244,0.07191239104028543
M87144896,29.62857142857143,60,11.99663218046921,29179.057142857142,134778.5,2042534.0,28781.820408964362,0.42939958592132504,984.8283510125361,0.02881720570997256,0.683110151187905,0.05036323224942151,0.07285838445723967
M87107085,25.314285714285713,61,11.555509331845453,27848.557142857142,152059.5,1949399.0,30466.532184342737,0.36687370600414076,1100.11230248307,0.033924520821261746,0.6352227647238328,0.05003856615109813,0.06991584210142136
